character_name,character_sex,character_age,character_occupation,character_is_alive,species_id,country_id,appearance_id
Врыгефф,Мужской,70,Военачальник,False,8,8,462
Всебог,Мужской,15,,False,8,33,463
Всерад,Мужской,34,Феодал,False,8,29,464
Вульпия из Бругге,Женский,21,Королева,True,8,3,465
Выр,Мужской,20,Бандит,False,8,33,466
Высогота из Корво,Мужской,24,Отшельник ранее исследователь философ преподаватель и публицист,False,8,24,467
Высший вампир,X,61,,True,8,33,468
Вэра Лёвенхаупт,Женский,42,Купчиха,True,8,33,469
Вэя,Женский,47,Воительница,True,8,7,470
Габор Зигрин,Мужской,28,,False,7,18,471
Гавел Матт,Мужской,50,Охотник,True,8,24,472
Гавриил,Мужской,50,Ремесленник,True,8,5,473
Гаврила,Мужской,17,СолдатПреступник (ранее),True,8,10,474
Гадко,Мужской,64,Игрок в гвинт,True,8,29,475
Гаксо,Мужской,34,Кастелян замка,True,8,33,476
Гал,Мужской,55,Кулачный боец,True,8,33,477
Галантея,Женский,51,Бард,True,8,33,478
Галарр,Мужской,53,,True,11,33,479
Галахад из Каэр Бенина,Мужской,61,Рыцарь,True,8,33,480
Гальвин,Мужской,41,БандитНаемник,False,8,33,481
Гамилькар Данза,Мужской,58,Военнослужащий,True,8,8,482
Ганна,Женский,55,,False,8,29,483
Ганс Железное Гузно,Мужской,36,Наездник,True,8,29,484
Ганс из Цидариса,Мужской,28,Наемник,False,8,32,485
Ганс фон Эбнер,Мужской,33,ПредпринимательРыцарь,True,8,24,486
Гансом,Мужской,70,Гонец,True,8,33,487
Гаппен,Мужской,56,Менеджер бань,True,8,12,488
Гарвена,Женский,40,Хозяйка борделя,False,8,33,489
Гардения Бибервельт,Женский,22,Фермер,True,9,33,490
Гардик,Мужской,52,Государственный деятель,True,8,29,491
Гармон аэп Гренекан,Мужской,28,Военачальник,True,8,8,492
Гаскон (Бард),Мужской,24,Бард,True,8,24,493
Гаскон Броссард,Мужской,22,РазбойникДворянинНаемник,False,8,33,494
Гаспар,Мужской,61,УченыйАлхимик,False,8,33,495
Гаспар Дроухард,Мужской,69,,True,8,33,496
Гаспар Суттер,Мужской,61,Оценщик недвижимостиCтраховщик,True,7,33,497
Гастон,Мужской,60,Купец,True,8,33,498
Гастон (Купец),Мужской,34,Купец,False,8,33,499
Гаэнор,Мужской,43,Военнослужащий,False,8,8,500
Гаэтан,Мужской,63,Ведьмак,False,8,33,501
Гвельд,Мужской,56,Ведьмак,False,8,33,502
Гвидо Тиссен,Мужской,31,Дворянин,True,8,12,503
Гвискар Вермуллен,Мужской,50,Дворянин,True,8,12,504
Гвитр,Мужской,55,Пират,True,8,21,505
Ге'эльс,Мужской,62,Наместник Aen Elle,True,11,33,506
Гедвига из Маллеоры,Женский,22,Королева,True,8,17,507
Геддес,Мужской,42,Государственный деятель,True,8,29,508
Гедовиус Тройденид,Мужской,47,Государственный деятель,True,8,12,509
Гезрас из Лейды,Мужской,69,Ведьмак,True,8,10,510
Гелван,Мужской,61,Aen Saevherne,True,11,33,511
Гелвид,Мужской,54,Церковный деятель,True,8,24,512
Гельмульт,Мужской,35,Дворянин,False,8,24,513
Гемма,Женский,65,Королева,True,8,10,514
Гендрик,Мужской,66,РазведчикШпион,False,8,8,515
Генрик III Толстый,Мужской,63,Государственный деятель,True,8,33,516
Генрих вар Аттре,Мужской,62,Дипломат,True,8,1,517
Генрих Латрек,Мужской,40,Художник,True,9,24,518
Георг Георгиус,Мужской,60,Кулачный боец,True,8,33,519
Георг из Кагена,Мужской,29,Ведьмак,False,8,29,520
Геральд Слама,Мужской,67,Герольд,True,8,33,521
Сериал:Геральт,Мужской,60,Ведьмак,True,8,33,522
Геральт из Ривии,Мужской,20,Ведьмак,True,8,33,523
Герард Тройденид,Мужской,57,Государственный деятель,True,8,12,524
Герберт Стаммельфорд,Мужской,19,ЧародейИсследователь,True,8,33,525
Гербольт,Мужской,44,Войт,True,8,20,526
Герд,Мужской,33,Ведьмак,False,8,33,527
Герд (Наемник),Мужской,49,Наемник,False,8,33,528
Герд (человек),Мужской,21,,True,8,24,529
Гериберт Сварливый,Мужской,34,Государственный деятель,True,8,24,530
Герман Безумный,Мужской,51,Государственный деятель,True,8,29,531
Геррин из Харькова,Мужской,22,Ведьмак,True,8,33,532
Герт Борель,Мужской,30,Сборщик трупов,False,8,29,533
Герцог,Мужской,41,Бандит,False,8,24,534
Ги де Буа-Фресне,Мужской,50,Рыцарь,True,8,33,535
Гидеон Барр,Мужской,30,ВоеннослужащийНачальник гарнизона,True,8,15,536
Гилберт,Мужской,50,Игрок в гвинт аукционер,True,8,33,537
Гилберт Витшке,Мужской,34,Стражник,True,8,24,538
Гилленстерн,Мужской,70,Фактотум,True,8,9,539
Гильом де Лонфаль,Мужской,61,Странствующий рыцарь,False,8,33,540
Гиселер,Мужской,31,РазбойникЛидер бандыСолдат (ранее),False,8,33,541
Главный Королевский Ловчий,Мужской,51,Королевский ловчий,True,8,29,542
Главный химик,Мужской,68,ХимикПроизводитель фисштеха,True,7,33,543
Гладыш,Мужской,36,Шкипер,True,8,33,544
Гланн Лоренцо,Мужской,16,Скульптор,True,8,33,545
Гленна,Женский,70,Мясник,True,8,24,546
Глиннис аэп Лоэрнак,Женский,39,Военнослужащая,True,8,8,547
Гневко,Мужской,50,,False,8,29,548
Гоглум,Мужской,44,,True,8,33,549
Годамба Таэсс'ен,Мужской,36,Рыцарь,True,11,33,550
Годыврон Пыткаирн,Мужской,68,Офицер,True,8,8,551
Гоидемар,Мужской,25,Государственный деятель,False,8,29,552
Голан Вивальди,Мужской,27,Банкир,True,7,33,553
Голубой Рыцарь,Мужской,64,Рыцарь,False,8,33,554
Голян Дроздек,Мужской,21,Штейгер,True,7,33,555
Гомер Страгген,Мужской,27,Бандит,False,8,33,556
Гомо Селин,Мужской,70,ДворянинКарточный игрок,True,8,24,557
Гонзалес,Мужской,66,Дворянин,True,8,19,558
Гонсало де Версео,Мужской,22,Поэт,True,8,33,559
Гоншорек,Мужской,41,Кладовщик,False,8,11,560
Гоог,Мужской,61,Партизан,True,7,18,561
Горазд,Мужской,44,Чародей,False,8,33,562
Гораций де Фюнес,Мужской,54,Гвардеец,True,8,33,563
Горм,Мужской,37,Дворянин,True,8,19,564
Гослав,Мужской,27,,True,8,33,565
Госта,Мужской,17,Рыбак,True,8,33,566
Готрик Блейнхейм,Мужской,34,БандитНаркобарон,False,8,33,567
Готтард,Мужской,34,Крестьянин,True,8,24,568
Готфрид,Мужской,55,Странствующий рыцарь,True,8,33,569
Готфрид Норк,Мужской,48,Повар,True,8,33,570
